event_time,user_id,event_type,transaction_category,miles_amount,platform,utm_source,country
6/1/2025,u_0071,miles_earned,shopping,915,ios,facebook,TH
4/8/2025,u_0023,miles_earned,dining,571,ios,google,TH
3/22/2025,u_0006,miles_earned,ecommerce,102,ios,organic,MY
4/21/2025,u_0050,miles_earned,ecommerce,109,ios,tiktok,SG
5/12/2025,u_0040,miles_redeemed,flight,1978,ios,tiktok,MY
3/29/2025,u_0081,miles_earned,ecommerce,80,android,organic,TH
4/28/2025,u_0036,miles_earned,dining,441,android,google,SG
3/16/2025,u_0016,reward_search,apple,,web,referral,ID
4/28/2025,u_0000,reward_search,apple,,android,facebook,MY
3/9/2025,u_0049,miles_redeemed,flight,1617,web,referral,MY
3/27/2025,u_0078,miles_earned,shopping,995,web,referral,SG
3/25/2025,u_0030,miles_earned,ecommerce,85,ios,facebook,SG
4/2/2025,u_0072,miles_earned,shopping,1098,android,referral,ID
5/28/2025,u_0040,reward_search,lululemon,,web,tiktok,MY
4/25/2025,u_0003,miles_earned,ecommerce,95,web,organic,MY
6/3/2025,u_0074,miles_earned,dining,577,ios,google,MY
3/16/2025,u_0007,miles_redeemed,flight,1756,web,facebook,PH
3/27/2025,u_0067,reward_search,lululemon,,ios,referral,MY
4/22/2025,u_0098,miles_redeemed,flight,1749,web,facebook,MY
5/10/2025,u_0053,share,,,android,tiktok,TH
4/9/2025,u_0038,miles_earned,ecommerce,116,android,tiktok,TH
4/29/2025,u_0079,miles_earned,dining,450,android,referral,SG
4/16/2025,u_0079,miles_redeemed,flight,2161,web,referral,SG
6/2/2025,u_0045,miles_redeemed,hotel,952,android,google,ID
3/24/2025,u_0071,miles_earned,ecommerce,98,web,facebook,TH
4/8/2025,u_0054,reward_search,apple,,web,referral,ID
4/11/2025,u_0075,miles_redeemed,hotel,1174,ios,organic,MY
3/27/2025,u_0008,like,,,web,google,SG
3/28/2025,u_0092,miles_earned,ecommerce,107,web,referral,ID
3/18/2025,u_0086,miles_earned,dining,550,web,facebook,PH
6/4/2025,u_0079,miles_earned,shopping,864,android,referral,SG
3/18/2025,u_0067,miles_earned,dining,453,android,referral,MY
3/17/2025,u_0091,reward_search,apple,,web,facebook,ID
3/20/2025,u_0084,reward_search,shopee,,web,facebook,PH
5/15/2025,u_0072,share,,,ios,referral,ID
5/10/2025,u_0038,miles_earned,shopping,1157,ios,tiktok,TH
4/27/2025,u_0037,miles_earned,ecommerce,112,android,google,TH
3/11/2025,u_0084,miles_redeemed,hotel,890,ios,facebook,PH
4/6/2025,u_0030,share,,,android,facebook,SG
3/18/2025,u_0034,miles_redeemed,hotel,1078,web,facebook,MY
4/2/2025,u_0039,miles_earned,dining,557,ios,google,SG
4/30/2025,u_0042,like,,,web,tiktok,PH
4/4/2025,u_0038,reward_search,apple,,web,tiktok,TH
6/3/2025,u_0051,miles_earned,shopping,907,ios,facebook,SG
4/16/2025,u_0014,reward_search,lululemon,,ios,tiktok,ID
4/26/2025,u_0099,miles_earned,ecommerce,84,web,facebook,SG
4/3/2025,u_0018,miles_earned,dining,542,ios,google,PH
5/23/2025,u_0094,reward_search,shopee,,web,organic,ID
3/24/2025,u_0055,share,,,ios,facebook,MY
3/14/2025,u_0081,miles_redeemed,flight,2067,ios,organic,TH
5/22/2025,u_0030,miles_earned,ecommerce,97,ios,facebook,SG
4/19/2025,u_0040,miles_earned,ecommerce,115,android,tiktok,MY
5/7/2025,u_0047,miles_redeemed,flight,2069,ios,organic,TH
3/23/2025,u_0090,miles_earned,ecommerce,87,ios,google,MY
6/5/2025,u_0032,share,,,android,google,SG
4/21/2025,u_0035,miles_earned,dining,413,ios,organic,SG
3/17/2025,u_0098,miles_earned,shopping,1188,ios,facebook,MY
4/16/2025,u_0017,like,,,ios,google,PH
5/6/2025,u_0002,miles_earned,shopping,943,android,facebook,TH
3/15/2025,u_0096,miles_redeemed,flight,1993,web,facebook,MY
3/20/2025,u_0005,reward_search,apple,,android,tiktok,ID
4/12/2025,u_0038,reward_search,lululemon,,ios,tiktok,TH
4/30/2025,u_0021,reward_search,apple,,web,facebook,PH
3/17/2025,u_0060,share,,,ios,organic,PH
5/30/2025,u_0092,reward_search,shopee,,android,referral,ID
6/3/2025,u_0023,share,,,ios,google,TH
3/13/2025,u_0077,miles_earned,ecommerce,114,web,facebook,SG
6/3/2025,u_0027,miles_earned,ecommerce,112,android,tiktok,SG
4/7/2025,u_0003,like,,,web,organic,MY
4/30/2025,u_0040,miles_redeemed,flight,2224,android,tiktok,MY
6/5/2025,u_0074,share,,,web,google,MY
3/18/2025,u_0060,share,,,android,organic,PH
5/22/2025,u_0040,miles_earned,dining,555,android,tiktok,MY
5/12/2025,u_0070,reward_search,lululemon,,web,google,PH
4/1/2025,u_0094,miles_earned,shopping,1134,web,organic,ID
5/11/2025,u_0024,miles_earned,ecommerce,117,android,facebook,MY
4/29/2025,u_0085,share,,,web,facebook,ID
4/1/2025,u_0089,share,,,android,tiktok,TH
5/17/2025,u_0083,reward_search,apple,,ios,facebook,PH
5/4/2025,u_0040,miles_earned,dining,581,android,tiktok,MY
4/12/2025,u_0054,miles_earned,dining,423,ios,referral,ID
4/19/2025,u_0083,reward_search,lululemon,,ios,facebook,PH
5/1/2025,u_0040,miles_earned,ecommerce,108,ios,tiktok,MY
4/13/2025,u_0045,miles_redeemed,flight,1613,ios,google,ID
4/20/2025,u_0070,miles_earned,ecommerce,92,android,google,PH
4/1/2025,u_0056,miles_earned,ecommerce,81,ios,facebook,PH
5/15/2025,u_0017,miles_earned,dining,434,ios,google,PH
3/17/2025,u_0092,miles_earned,ecommerce,106,ios,referral,ID
3/30/2025,u_0009,reward_search,shopee,,ios,google,TH
4/21/2025,u_0028,miles_earned,shopping,1146,android,referral,SG
5/3/2025,u_0094,reward_search,apple,,ios,organic,ID
3/19/2025,u_0021,miles_redeemed,flight,1857,ios,facebook,PH
3/16/2025,u_0022,miles_redeemed,flight,2341,ios,facebook,SG
3/12/2025,u_0028,miles_earned,ecommerce,94,web,referral,SG
3/14/2025,u_0099,miles_earned,dining,464,web,facebook,SG
5/7/2025,u_0082,reward_search,lululemon,,ios,tiktok,SG
6/3/2025,u_0083,miles_earned,shopping,1039,ios,facebook,PH
4/11/2025,u_0013,reward_search,shopee,,ios,organic,PH
5/7/2025,u_0010,like,,,android,tiktok,MY
3/21/2025,u_0038,like,,,web,tiktok,TH
5/2/2025,u_0027,miles_earned,shopping,868,ios,tiktok,SG
3/16/2025,u_0018,miles_earned,ecommerce,100,android,google,PH
3/14/2025,u_0035,miles_earned,dining,516,ios,organic,SG
5/14/2025,u_0054,miles_earned,ecommerce,117,android,referral,ID
5/15/2025,u_0007,miles_earned,ecommerce,94,ios,facebook,PH
5/18/2025,u_0011,miles_earned,shopping,887,ios,referral,PH
3/26/2025,u_0000,miles_earned,shopping,1070,ios,facebook,MY
5/6/2025,u_0034,miles_earned,ecommerce,89,ios,facebook,MY
4/20/2025,u_0056,miles_earned,shopping,972,android,facebook,PH
3/31/2025,u_0042,miles_earned,dining,532,web,tiktok,PH
4/7/2025,u_0022,miles_earned,ecommerce,94,ios,facebook,SG
5/24/2025,u_0084,share,,,ios,facebook,PH
4/26/2025,u_0012,like,,,web,facebook,PH
6/1/2025,u_0061,miles_earned,dining,480,android,referral,PH
3/10/2025,u_0027,miles_redeemed,flight,2102,ios,tiktok,SG
4/15/2025,u_0062,miles_earned,dining,502,android,facebook,MY
5/29/2025,u_0063,reward_search,lululemon,,ios,organic,MY
4/11/2025,u_0016,miles_earned,shopping,896,web,referral,ID
4/5/2025,u_0022,miles_earned,shopping,987,web,facebook,SG
4/10/2025,u_0087,miles_earned,ecommerce,114,android,organic,SG
4/18/2025,u_0058,miles_redeemed,flight,1827,ios,google,SG
3/10/2025,u_0023,like,,,android,google,TH
4/26/2025,u_0057,miles_earned,dining,443,ios,organic,TH
5/24/2025,u_0029,miles_earned,shopping,1021,ios,referral,ID
4/4/2025,u_0000,share,,,web,facebook,MY
5/10/2025,u_0063,miles_earned,dining,523,web,organic,MY
4/21/2025,u_0084,share,,,android,facebook,PH
3/19/2025,u_0096,reward_search,shopee,,android,facebook,MY
5/11/2025,u_0039,miles_redeemed,hotel,1187,web,google,SG
4/20/2025,u_0080,miles_earned,dining,544,android,organic,MY
3/17/2025,u_0017,miles_earned,shopping,912,web,google,PH
5/7/2025,u_0029,like,,,web,referral,ID
5/6/2025,u_0054,miles_earned,ecommerce,87,android,referral,ID
5/8/2025,u_0075,reward_search,lululemon,,web,organic,MY
4/28/2025,u_0099,miles_redeemed,flight,2223,ios,facebook,SG
4/19/2025,u_0026,miles_earned,ecommerce,85,android,tiktok,MY
5/23/2025,u_0004,miles_earned,shopping,1124,android,facebook,SG
4/22/2025,u_0005,miles_redeemed,hotel,987,ios,tiktok,ID
4/12/2025,u_0075,miles_earned,ecommerce,85,ios,organic,MY
4/21/2025,u_0016,miles_earned,ecommerce,93,web,referral,ID
6/3/2025,u_0040,miles_earned,dining,404,android,tiktok,MY
5/2/2025,u_0076,miles_redeemed,hotel,868,android,organic,TH
4/8/2025,u_0089,miles_earned,dining,437,ios,tiktok,TH
6/3/2025,u_0096,miles_earned,dining,516,web,facebook,MY
4/5/2025,u_0071,miles_earned,ecommerce,88,ios,facebook,TH
3/10/2025,u_0011,miles_redeemed,hotel,1074,ios,referral,PH
3/11/2025,u_0003,miles_earned,shopping,941,ios,organic,MY
5/22/2025,u_0079,miles_redeemed,hotel,1182,ios,referral,SG
4/8/2025,u_0062,miles_earned,ecommerce,118,android,facebook,MY
5/13/2025,u_0009,miles_earned,dining,550,ios,google,TH
3/10/2025,u_0025,miles_earned,shopping,901,web,google,ID
5/27/2025,u_0096,miles_earned,dining,523,android,facebook,MY
4/7/2025,u_0002,share,,,android,facebook,TH
3/16/2025,u_0038,reward_search,apple,,android,tiktok,TH
4/7/2025,u_0034,miles_earned,dining,475,ios,facebook,MY
4/9/2025,u_0083,reward_search,shopee,,ios,facebook,PH
4/8/2025,u_0025,miles_earned,shopping,925,android,google,ID
5/6/2025,u_0097,share,,,ios,tiktok,MY
3/30/2025,u_0028,reward_search,apple,,android,referral,SG
5/5/2025,u_0002,miles_earned,ecommerce,97,ios,facebook,TH
4/30/2025,u_0058,reward_search,lululemon,,web,google,SG
5/28/2025,u_0038,miles_earned,dining,586,ios,tiktok,TH
3/13/2025,u_0061,miles_earned,ecommerce,118,web,referral,PH
4/4/2025,u_0043,miles_redeemed,hotel,1163,android,referral,ID
4/7/2025,u_0097,share,,,web,tiktok,MY
3/9/2025,u_0024,miles_earned,dining,540,web,facebook,MY
4/6/2025,u_0099,miles_redeemed,flight,1804,ios,facebook,SG
4/18/2025,u_0079,miles_earned,dining,466,ios,referral,SG
5/24/2025,u_0098,miles_earned,shopping,881,android,facebook,MY
4/27/2025,u_0011,reward_search,lululemon,,web,referral,PH
5/27/2025,u_0075,miles_redeemed,flight,2140,web,organic,MY
3/31/2025,u_0044,reward_search,shopee,,web,organic,SG
5/9/2025,u_0094,miles_earned,shopping,1109,android,organic,ID
4/29/2025,u_0088,miles_earned,ecommerce,97,web,google,ID
6/4/2025,u_0048,miles_redeemed,flight,1902,ios,facebook,SG
4/10/2025,u_0004,miles_earned,ecommerce,112,android,facebook,SG
4/11/2025,u_0007,miles_earned,shopping,993,ios,facebook,PH
4/28/2025,u_0013,reward_search,shopee,,web,organic,PH
5/19/2025,u_0074,miles_earned,dining,499,ios,google,MY
3/16/2025,u_0025,miles_redeemed,hotel,1028,ios,google,ID
5/7/2025,u_0090,like,,,web,google,MY
4/7/2025,u_0046,like,,,android,google,SG
4/22/2025,u_0002,miles_earned,shopping,965,android,facebook,TH
5/15/2025,u_0062,miles_earned,shopping,1178,ios,facebook,MY
4/7/2025,u_0046,like,,,ios,google,SG
5/2/2025,u_0074,miles_earned,shopping,1076,android,google,MY
4/9/2025,u_0020,miles_redeemed,flight,1938,android,facebook,TH
4/16/2025,u_0011,miles_earned,dining,445,ios,referral,PH
4/21/2025,u_0009,miles_earned,shopping,1176,ios,google,TH
5/23/2025,u_0044,miles_earned,dining,553,web,organic,SG
5/17/2025,u_0018,miles_earned,shopping,1149,web,google,PH
5/22/2025,u_0014,reward_search,lululemon,,android,tiktok,ID
4/25/2025,u_0075,reward_search,apple,,android,organic,MY
4/2/2025,u_0033,miles_earned,ecommerce,92,ios,google,TH
3/12/2025,u_0033,miles_earned,ecommerce,85,android,google,TH
6/5/2025,u_0015,miles_earned,dining,497,ios,organic,SG
4/13/2025,u_0071,reward_search,shopee,,android,facebook,TH
3/28/2025,u_0005,miles_earned,ecommerce,104,android,tiktok,ID
5/13/2025,u_0090,miles_redeemed,flight,2346,web,google,MY
3/16/2025,u_0073,miles_earned,ecommerce,117,ios,facebook,ID
5/22/2025,u_0084,miles_redeemed,flight,1626,web,facebook,PH
3/16/2025,u_0049,miles_earned,dining,511,android,referral,MY
4/7/2025,u_0028,miles_earned,shopping,864,web,referral,SG
3/13/2025,u_0048,share,,,ios,facebook,SG
5/18/2025,u_0081,miles_earned,dining,431,ios,organic,TH
4/19/2025,u_0019,reward_search,lululemon,,ios,facebook,SG
3/26/2025,u_0050,share,,,ios,tiktok,SG
5/18/2025,u_0028,miles_redeemed,flight,1701,web,referral,SG
5/5/2025,u_0006,miles_earned,ecommerce,117,web,organic,MY
4/4/2025,u_0037,like,,,ios,google,TH
5/19/2025,u_0068,reward_search,shopee,,android,organic,TH
4/15/2025,u_0073,miles_redeemed,flight,1982,web,facebook,ID
4/25/2025,u_0005,miles_earned,shopping,800,web,tiktok,ID
3/25/2025,u_0090,miles_earned,shopping,1078,web,google,MY
4/13/2025,u_0047,miles_earned,ecommerce,82,ios,organic,TH
5/3/2025,u_0068,miles_redeemed,flight,1690,web,organic,TH
4/17/2025,u_0012,share,,,android,facebook,PH
5/15/2025,u_0017,share,,,web,google,PH
3/24/2025,u_0019,miles_earned,dining,459,ios,facebook,SG
3/9/2025,u_0043,miles_earned,ecommerce,84,web,referral,ID
5/10/2025,u_0046,miles_redeemed,flight,2068,web,google,SG
5/24/2025,u_0033,reward_search,lululemon,,web,google,TH
4/28/2025,u_0078,miles_earned,dining,494,web,referral,SG
3/27/2025,u_0032,miles_redeemed,flight,1608,web,google,SG
6/2/2025,u_0057,miles_redeemed,hotel,891,android,organic,TH
5/13/2025,u_0047,miles_redeemed,flight,1862,android,organic,TH
4/18/2025,u_0002,miles_earned,shopping,814,ios,facebook,TH
5/31/2025,u_0084,miles_earned,dining,433,android,facebook,PH
4/24/2025,u_0043,miles_earned,shopping,965,android,referral,ID
5/2/2025,u_0097,share,,,android,tiktok,MY
5/16/2025,u_0037,miles_earned,ecommerce,108,android,google,TH
4/15/2025,u_0054,reward_search,shopee,,android,referral,ID
4/27/2025,u_0099,like,,,android,facebook,SG
5/3/2025,u_0048,miles_earned,ecommerce,82,web,facebook,SG
4/23/2025,u_0071,miles_earned,ecommerce,104,ios,facebook,TH
4/9/2025,u_0068,miles_earned,shopping,882,web,organic,TH
3/21/2025,u_0042,miles_earned,dining,412,ios,tiktok,PH
3/21/2025,u_0045,share,,,android,google,ID
5/8/2025,u_0072,miles_earned,ecommerce,114,ios,referral,ID
4/3/2025,u_0061,reward_search,shopee,,android,referral,PH
4/16/2025,u_0017,miles_redeemed,flight,2145,android,google,PH
4/5/2025,u_0034,miles_earned,shopping,1101,android,facebook,MY
5/21/2025,u_0025,miles_earned,dining,567,web,google,ID
3/13/2025,u_0045,miles_earned,ecommerce,113,ios,google,ID
3/26/2025,u_0055,share,,,ios,facebook,MY
4/13/2025,u_0070,share,,,android,google,PH
5/20/2025,u_0018,miles_earned,ecommerce,106,android,google,PH
5/5/2025,u_0011,like,,,android,referral,PH
3/30/2025,u_0054,share,,,web,referral,ID
4/30/2025,u_0056,miles_redeemed,flight,2107,web,facebook,PH
4/13/2025,u_0028,miles_earned,dining,476,ios,referral,SG
3/18/2025,u_0062,miles_earned,shopping,877,ios,facebook,MY
3/25/2025,u_0048,miles_redeemed,flight,1940,web,facebook,SG
3/29/2025,u_0061,miles_redeemed,hotel,948,web,referral,PH
5/21/2025,u_0090,miles_earned,ecommerce,114,android,google,MY
4/18/2025,u_0005,miles_earned,ecommerce,81,ios,tiktok,ID
4/27/2025,u_0044,reward_search,lululemon,,web,organic,SG
4/16/2025,u_0068,miles_earned,dining,409,ios,organic,TH
5/5/2025,u_0098,miles_earned,shopping,867,android,facebook,MY
3/11/2025,u_0020,share,,,web,facebook,TH
3/22/2025,u_0089,miles_earned,ecommerce,106,ios,tiktok,TH
3/20/2025,u_0013,share,,,ios,organic,PH
3/31/2025,u_0001,miles_earned,dining,491,web,organic,SG
5/19/2025,u_0039,miles_earned,shopping,896,web,google,SG
5/6/2025,u_0075,like,,,android,organic,MY
3/23/2025,u_0036,miles_earned,ecommerce,101,android,google,SG
5/23/2025,u_0098,reward_search,lululemon,,ios,facebook,MY
6/2/2025,u_0012,reward_search,lululemon,,ios,facebook,PH
4/20/2025,u_0043,reward_search,lululemon,,android,referral,ID
3/9/2025,u_0086,miles_earned,dining,520,web,facebook,PH
5/24/2025,u_0095,miles_earned,ecommerce,88,ios,facebook,MY
3/15/2025,u_0065,miles_earned,ecommerce,82,ios,google,PH
5/1/2025,u_0050,miles_earned,ecommerce,86,ios,tiktok,SG
5/24/2025,u_0012,miles_earned,ecommerce,106,web,facebook,PH
5/27/2025,u_0032,miles_earned,shopping,1010,android,google,SG
4/13/2025,u_0043,miles_redeemed,hotel,943,ios,referral,ID
4/9/2025,u_0072,miles_earned,ecommerce,82,web,referral,ID
5/6/2025,u_0068,miles_redeemed,flight,2161,ios,organic,TH
3/15/2025,u_0051,share,,,web,facebook,SG
5/31/2025,u_0093,reward_search,lululemon,,ios,referral,MY
5/12/2025,u_0071,miles_earned,dining,522,ios,facebook,TH
3/20/2025,u_0086,miles_earned,shopping,1103,android,facebook,PH
3/17/2025,u_0072,miles_redeemed,hotel,1123,web,referral,ID
5/12/2025,u_0049,miles_earned,dining,517,ios,referral,MY
5/30/2025,u_0089,reward_search,apple,,android,tiktok,TH
4/23/2025,u_0031,miles_earned,shopping,899,android,facebook,PH
5/21/2025,u_0088,miles_earned,ecommerce,111,ios,google,ID
6/1/2025,u_0047,miles_earned,shopping,989,android,organic,TH
5/30/2025,u_0022,miles_earned,ecommerce,92,ios,facebook,SG
3/30/2025,u_0008,miles_earned,dining,451,web,google,SG
5/26/2025,u_0037,miles_earned,shopping,956,web,google,TH
3/29/2025,u_0068,miles_earned,dining,401,ios,organic,TH
3/18/2025,u_0014,reward_search,shopee,,android,tiktok,ID
5/19/2025,u_0082,reward_search,lululemon,,android,tiktok,SG
4/6/2025,u_0075,miles_earned,dining,580,ios,organic,MY
4/29/2025,u_0042,miles_earned,shopping,1193,web,tiktok,PH
4/11/2025,u_0095,miles_earned,dining,417,web,facebook,MY
5/14/2025,u_0072,miles_earned,ecommerce,89,web,referral,ID
3/29/2025,u_0014,miles_earned,shopping,1181,ios,tiktok,ID
4/14/2025,u_0000,miles_earned,ecommerce,104,android,facebook,MY
3/20/2025,u_0018,miles_redeemed,flight,1694,web,google,PH
3/23/2025,u_0074,reward_search,lululemon,,web,google,MY
6/3/2025,u_0023,miles_earned,dining,467,ios,google,TH
4/16/2025,u_0009,miles_earned,dining,459,ios,google,TH
3/30/2025,u_0075,miles_redeemed,flight,1757,web,organic,MY
4/29/2025,u_0020,miles_redeemed,flight,2189,web,facebook,TH
4/20/2025,u_0089,like,,,ios,tiktok,TH
4/10/2025,u_0086,miles_redeemed,flight,1955,ios,facebook,PH
6/1/2025,u_0028,miles_redeemed,flight,1726,android,referral,SG
4/5/2025,u_0059,reward_search,apple,,web,referral,SG
4/15/2025,u_0072,miles_earned,ecommerce,102,android,referral,ID
5/8/2025,u_0059,like,,,android,referral,SG
6/2/2025,u_0016,miles_earned,ecommerce,118,android,referral,ID
5/26/2025,u_0052,miles_earned,ecommerce,83,ios,referral,SG
5/31/2025,u_0075,reward_search,apple,,web,organic,MY
4/9/2025,u_0016,miles_redeemed,flight,1952,ios,referral,ID
5/11/2025,u_0013,miles_earned,shopping,1051,ios,organic,PH
5/20/2025,u_0099,share,,,ios,facebook,SG
3/9/2025,u_0070,like,,,android,google,PH
6/2/2025,u_0004,miles_earned,ecommerce,109,web,facebook,SG
5/1/2025,u_0014,reward_search,shopee,,android,tiktok,ID
5/22/2025,u_0036,miles_earned,ecommerce,102,web,google,SG
5/6/2025,u_0066,miles_earned,dining,463,web,referral,PH
5/31/2025,u_0075,miles_redeemed,flight,2222,android,organic,MY
5/9/2025,u_0049,miles_earned,dining,470,android,referral,MY
5/17/2025,u_0078,miles_redeemed,flight,1674,web,referral,SG
3/29/2025,u_0019,miles_earned,dining,567,web,facebook,SG
4/26/2025,u_0076,miles_earned,ecommerce,93,web,organic,TH
4/4/2025,u_0013,share,,,web,organic,PH
6/2/2025,u_0091,reward_search,shopee,,android,facebook,ID
4/9/2025,u_0053,miles_earned,ecommerce,92,web,tiktok,TH
5/19/2025,u_0041,miles_earned,ecommerce,88,ios,google,MY
3/18/2025,u_0028,miles_earned,dining,485,ios,referral,SG
5/24/2025,u_0011,reward_search,shopee,,web,referral,PH
5/24/2025,u_0046,miles_redeemed,flight,2135,ios,google,SG
4/11/2025,u_0096,miles_earned,dining,552,android,facebook,MY
5/28/2025,u_0026,reward_search,shopee,,web,tiktok,MY
4/12/2025,u_0087,miles_earned,ecommerce,107,android,organic,SG
6/3/2025,u_0089,miles_earned,shopping,998,web,tiktok,TH
3/30/2025,u_0086,miles_redeemed,flight,1693,android,facebook,PH
3/15/2025,u_0016,miles_earned,shopping,934,ios,referral,ID
5/20/2025,u_0098,miles_earned,ecommerce,106,web,facebook,MY
3/29/2025,u_0042,miles_earned,ecommerce,116,android,tiktok,PH
3/26/2025,u_0039,miles_earned,shopping,853,web,google,SG
5/26/2025,u_0053,reward_search,apple,,android,tiktok,TH
5/29/2025,u_0098,miles_earned,shopping,1023,ios,facebook,MY
5/3/2025,u_0018,miles_earned,dining,428,android,google,PH
5/26/2025,u_0060,share,,,ios,organic,PH
5/15/2025,u_0094,reward_search,lululemon,,ios,organic,ID
4/13/2025,u_0034,miles_redeemed,flight,2213,ios,facebook,MY
3/10/2025,u_0039,miles_earned,shopping,1108,android,google,SG
5/24/2025,u_0037,miles_earned,shopping,1090,web,google,TH
5/20/2025,u_0065,miles_earned,ecommerce,95,web,google,PH
5/31/2025,u_0054,miles_earned,shopping,1169,android,referral,ID
4/19/2025,u_0080,reward_search,shopee,,android,organic,MY
4/14/2025,u_0066,share,,,web,referral,PH
5/22/2025,u_0002,miles_earned,ecommerce,116,ios,facebook,TH
5/11/2025,u_0046,miles_earned,ecommerce,117,web,google,SG
5/25/2025,u_0076,reward_search,lululemon,,ios,organic,TH
5/20/2025,u_0085,miles_earned,dining,559,android,facebook,ID
5/21/2025,u_0056,reward_search,lululemon,,web,facebook,PH
5/9/2025,u_0041,miles_earned,ecommerce,114,android,google,MY
4/22/2025,u_0000,like,,,web,facebook,MY
4/8/2025,u_0074,miles_earned,dining,524,android,google,MY
5/1/2025,u_0026,share,,,ios,tiktok,MY
5/20/2025,u_0014,miles_earned,ecommerce,93,ios,tiktok,ID
5/13/2025,u_0058,miles_redeemed,hotel,1104,android,google,SG
4/17/2025,u_0089,miles_earned,dining,554,ios,tiktok,TH
3/10/2025,u_0063,miles_earned,ecommerce,90,web,organic,MY
3/12/2025,u_0024,miles_earned,shopping,1052,android,facebook,MY
5/4/2025,u_0036,miles_redeemed,hotel,1054,ios,google,SG
5/3/2025,u_0068,miles_earned,shopping,982,android,organic,TH
5/18/2025,u_0002,miles_earned,shopping,928,web,facebook,TH
3/20/2025,u_0088,like,,,android,google,ID
4/12/2025,u_0085,miles_redeemed,flight,1831,android,facebook,ID
5/3/2025,u_0066,miles_earned,ecommerce,118,web,referral,PH
4/5/2025,u_0038,miles_earned,dining,534,android,tiktok,TH
3/15/2025,u_0081,miles_earned,ecommerce,116,ios,organic,TH
3/22/2025,u_0063,miles_earned,ecommerce,97,android,organic,MY
4/23/2025,u_0070,share,,,web,google,PH
6/3/2025,u_0061,miles_redeemed,flight,1663,web,referral,PH
5/21/2025,u_0048,miles_earned,ecommerce,86,ios,facebook,SG
5/15/2025,u_0044,reward_search,apple,,web,organic,SG
5/23/2025,u_0010,miles_earned,shopping,991,web,tiktok,MY
5/8/2025,u_0038,miles_earned,shopping,1131,android,tiktok,TH
5/18/2025,u_0015,reward_search,apple,,web,organic,SG
4/5/2025,u_0043,reward_search,shopee,,web,referral,ID
4/19/2025,u_0097,miles_earned,ecommerce,110,android,tiktok,MY
5/13/2025,u_0061,like,,,ios,referral,PH
3/31/2025,u_0030,like,,,ios,facebook,SG
5/8/2025,u_0068,miles_redeemed,hotel,1126,android,organic,TH
5/21/2025,u_0027,share,,,web,tiktok,SG
5/18/2025,u_0039,miles_redeemed,flight,2323,android,google,SG
3/25/2025,u_0083,miles_earned,shopping,1056,web,facebook,PH
4/14/2025,u_0063,miles_earned,shopping,882,web,organic,MY
3/24/2025,u_0020,miles_earned,shopping,801,web,facebook,TH
5/25/2025,u_0005,miles_earned,shopping,1177,ios,tiktok,ID
5/31/2025,u_0025,reward_search,shopee,,web,google,ID
5/26/2025,u_0017,miles_earned,shopping,1105,android,google,PH
3/28/2025,u_0098,miles_redeemed,flight,1775,android,facebook,MY
6/1/2025,u_0038,like,,,web,tiktok,TH
5/29/2025,u_0005,miles_redeemed,flight,1880,android,tiktok,ID
5/5/2025,u_0036,miles_earned,dining,538,android,google,SG
5/3/2025,u_0073,miles_earned,ecommerce,111,web,facebook,ID
5/28/2025,u_0007,miles_earned,shopping,984,web,facebook,PH
6/3/2025,u_0042,miles_earned,ecommerce,80,web,tiktok,PH
3/25/2025,u_0023,miles_redeemed,hotel,1145,android,google,TH
5/9/2025,u_0070,share,,,ios,google,PH
3/23/2025,u_0044,miles_redeemed,hotel,1016,ios,organic,SG
4/12/2025,u_0060,miles_earned,dining,582,web,organic,PH
4/15/2025,u_0097,miles_earned,ecommerce,81,android,tiktok,MY
3/31/2025,u_0070,share,,,web,google,PH
3/15/2025,u_0037,miles_earned,ecommerce,89,web,google,TH
4/9/2025,u_0075,miles_earned,shopping,853,web,organic,MY
6/1/2025,u_0053,miles_redeemed,hotel,1019,web,tiktok,TH
3/18/2025,u_0042,miles_earned,ecommerce,83,web,tiktok,PH
5/11/2025,u_0074,reward_search,apple,,android,google,MY
4/16/2025,u_0057,miles_earned,dining,416,web,organic,TH
5/29/2025,u_0001,miles_earned,ecommerce,108,android,organic,SG
4/17/2025,u_0048,miles_earned,shopping,1020,android,facebook,SG
5/7/2025,u_0095,share,,,web,facebook,MY
3/18/2025,u_0051,share,,,android,facebook,SG
5/11/2025,u_0042,miles_redeemed,flight,1930,web,tiktok,PH
3/25/2025,u_0094,share,,,android,organic,ID
5/24/2025,u_0057,miles_redeemed,flight,1794,android,organic,TH
5/17/2025,u_0055,miles_redeemed,hotel,894,web,facebook,MY
4/2/2025,u_0017,like,,,android,google,PH
4/21/2025,u_0061,miles_redeemed,flight,2339,android,referral,PH
3/19/2025,u_0020,miles_earned,shopping,1044,android,facebook,TH
5/23/2025,u_0062,miles_earned,dining,441,android,facebook,MY
4/30/2025,u_0001,miles_earned,ecommerce,107,android,organic,SG
6/5/2025,u_0016,miles_earned,ecommerce,105,web,referral,ID
4/2/2025,u_0061,miles_earned,dining,451,web,referral,PH
5/7/2025,u_0004,miles_earned,ecommerce,80,web,facebook,SG
4/14/2025,u_0031,share,,,ios,facebook,PH
4/13/2025,u_0028,miles_redeemed,flight,1786,web,referral,SG
3/20/2025,u_0089,miles_earned,shopping,1007,android,tiktok,TH
